Winkel;Force left;Force right;Total press force;Kanal LENKIMAS DS;Kanal LENKIMAS OS;Kanal TARP PUANSONU;Kanal ROUND PUNCH;OS DOUBLE;DS DOUBLE;PLOTIS OS;SLIDE
172,300;0,000;0,000;0,000;0,000;22,000;-22,000;68501,872;0,000;0,244;1923,828;0,122
172,400;0,000;0,000;0,000;0,000;22,000;-22,000;68524,229;-0,061;0,244;1917,786;0,122
172,500;0,000;0,000;0,000;0,000;22,000;-22,000;68547,229;0,061;0,183;1911,316;0,183
172,600;0,000;0,000;0,000;0,000;22,000;-22,000;68570,229;0,061;0,183;1898,010;0,183
172,700;0,000;0,000;0,000;0,000;22,000;-22,000;68592,872;0,061;0,244;1893,372;0,122
172,800;0,000;0,000;0,000;0,000;22,000;-22,000;68639,560;0,122;0,183;1886,780;0,244
172,900;0,000;0,000;0,000;0,000;22,000;-22,000;68722,688;0,000;0,305;1879,883;0,183
173,000;0,000;0,000;0,000;0,000;22,000;-22,000;68791,330;0,000;0,122;1872,192;0,183
173,100;0,000;0,000;0,000;0,000;22,000;-22,000;68859,330;0,183;0,244;1864,746;0,122
173,200;0,000;0,000;0,000;0,000;22,000;-22,000;68919,459;-0,061;0,183;1857,971;0,183
173,300;0,000;0,000;0,000;0,000;22,000;-22,000;68973,330;0,000;0,244;1850,464;0,122
173,400;0,000;0,000;0,000;0,000;22,000;-22,000;69041,330;-0,061;0,244;1835,815;0,061
173,500;0,000;0,000;0,000;0,000;22,000;-22,000;69141,890;0,000;0,122;1828,125;0,122
173,600;0,000;0,000;0,000;0,000;22,000;-22,000;69268,688;0,183;0,183;1821,289;0,183
173,700;0,000;0,000;0,000;0,000;22,000;-22,000;69320,872;0,000;0,183;1818,115;0,183
173,800;0,000;0,000;0,000;0,000;22,000;-22,000;69351,459;0,000;0,183;1810,913;0,183
173,900;0,000;0,000;0,000;0,000;22,000;-22,000;69397,101;-0,061;0,244;1803,345;0,122
174,000;0,000;0,000;0,000;0,000;22,000;-22,000;69442,459;0,000;0,183;1796,814;0,183
174,100;0,000;0,000;0,000;0,000;22,000;-22,000;69488,101;0,000;0,122;1783,325;0,183
174,200;0,000;0,000;0,000;0,000;22,000;-22,000;69549,560;0,000;0,122;1776,917;0,183
174,300;0,000;0,000;0,000;0,000;22,000;-22,000;69624,459;0,000;0,244;1770,081;0,244
174,400;0,000;0,000;0,000;0,000;22,000;-22,000;69678,330;-0,061;0,244;1763,489;0,122
174,500;0,000;0,000;0,000;0,000;22,000;-22,000;69746,330;0,061;0,122;1756,531;0,122
174,600;0,000;0,000;0,000;0,000;22,000;-22,000;69814,330;0,000;0,061;1749,695;0,183
174,700;0,000;0,000;0,000;0,000;22,000;-22,000;69866,229;-0,061;0,183;1742,981;0,122
174,800;0,000;0,000;0,000;0,000;22,000;-22,000;69897,459;0,000;0,183;1730,225;0,122
174,900;0,000;0,000;0,000;0,000;22,000;-22,000;69959,560;0,122;0,244;1723,328;0,183
175,000;0,000;0,000;0,000;0,000;22,000;-22,000;70042,330;0,061;0,183;1717,590;0,183
175,100;0,000;0,000;0,000;0,000;22,000;-22,000;70102,101;0,000;0,183;1710,938;0,061
175,200;0,000;0,000;0,000;0,000;22,000;-22,000;70139,229;0,122;0,244;1706,909;0,122
175,300;0,000;0,000;0,000;0,000;22,000;-22,000;70170,459;0,000;0,244;1700,439;0,122
175,400;0,000;0,000;0,000;0,000;22,000;-22,000;70216,101;0,061;0,244;1694,580;0,122
175,500;0,000;0,000;0,000;0,000;22,000;-22,000;70261,459;-0,061;0,122;1681,824;0,244
175,600;0,000;0,000;0,000;0,000;22,000;-22,000;70315,330;0,061;0,244;1675,720;0,183
175,700;0,000;0,000;0,000;0,000;22,000;-22,000;70399,789;0,000;0,305;1669,312;0,183
175,800;0,000;0,000;0,000;0,000;22,000;-22,000;70497,330;0,000;0,183;1663,208;0,061
175,900;0,000;0,000;0,000;0,000;22,000;-22,000;70565,330;0,061;0,244;1657,471;0,122
176,000;0,000;0,000;0,000;0,000;22,000;-22,000;70641,560;0,000;0,183;1650,818;0,122
176,100;0,000;0,000;0,000;0,000;22,000;-22,000;70724,330;0,061;0,183;1644,653;0,061
176,200;0,000;0,000;0,000;0,000;22,000;-22,000;70800,560;0,061;0,122;1638,733;0,183
176,300;0,000;0,000;0,000;0,000;22,000;-22,000;70875,459;0,000;0,122;1627,014;0,061
176,400;0,000;0,000;0,000;0,000;22,000;-22,000;70961,890;0,061;0,122;1621,277;0,183
176,500;0,000;0,000;0,000;0,000;22,000;-22,000;71088,330;-0,122;0,244;1615,417;0,061
176,600;0,000;0,000;0,000;0,000;22,000;-22,000;71164,560;0,061;0,183;1609,497;0,122
176,700;0,000;0,000;0,000;0,000;22,000;-22,000;71231,229;0,122;0,244;1603,760;0,183
176,800;0,000;0,000;0,000;0,000;22,000;-22,000;71278,560;0,122;0,122;1598,450;0,244
176,900;0,000;0,000;0,000;0,000;22,000;-22,000;71369,560;0,000;0,183;1592,407;0,122
177,000;0,000;0,000;0,000;0,000;22,000;-22,000;71460,560;0,000;0,122;1578,857;0,061
177,100;0,000;0,000;0,000;0,000;22,000;-22,000;71600,578;0,122;0,183;1573,120;0,122
177,200;0,000;0,000;0,000;0,000;22,000;-22,000;71763,101;0,122;0,183;1567,078;0,183
177,300;0,000;0,000;0,000;0,000;22,000;-22,000;71841,018;0,061;0,122;1561,523;0,122
177,400;0,000;0,000;0,000;0,000;22,000;-22,000;71977,661;0,000;0,122;1555,664;0,244
177,500;0,000;0,000;0,000;0,000;22,000;-22,000;72114,018;0,000;0,183;1550,476;0,061
177,600;0,000;0,000;0,000;0,000;22,000;-22,000;72250,661;0,000;0,244;1545,166;0,061
177,700;0,000;0,000;0,000;0,000;22,000;-22,000;72394,890;0,000;0,183;1533,936;0,122
177,800;0,000;0,000;0,000;0,000;22,000;-22,000;72586,450;0,000;0,183;1528,870;0,183
177,900;0,000;0,000;0,000;0,000;22,000;-22,000;72804,248;0,061;0,183;1523,865;0,122
178,000;0,000;0,000;0,000;0,000;22,000;-22,000;72963,890;0,122;0,122;1518,188;0,183
178,100;0,000;0,000;0,000;0,000;22,000;-22,000;73131,119;0,061;0,244;1513,184;0,122
178,200;0,000;0,000;0,000;0,000;22,000;-22,000;73296,661;-0,122;0,183;1507,690;0,183
178,300;0,000;0,000;0,000;0,000;22,000;-22,000;73408,688;0,000;0,244;1503,296;0,183
178,400;0,000;0,000;0,000;0,000;22,000;-22,000;73493,431;0,000;0,122;1492,615;0,122
178,500;0,000;0,000;0,000;0,000;22,000;-22,000;73590,688;0,000;0,061;1487,793;0,183
178,600;0,000;0,000;0,000;0,000;22,000;-22,000;73585,982;0,183;0,244;1482,544;0,183
178,700;0,000;0,000;0,000;0,000;22,000;-22,000;73465,440;0,061;0,183;1477,722;0,183
178,800;0,000;0,000;0,000;0,000;22,000;-22,000;73301,092;0,061;0,244;1472,229;0,183
178,900;0,000;0,000;0,000;0,000;22,000;-22,000;72972,890;0,000;0,122;1467,407;0,061
179,000;0,000;0,000;0,000;0,000;22,000;-22,000;72553,972;0,000;0,244;1462,524;0,183
179,100;0,000;0,000;0,000;0,000;22,000;-22,000;72051,642;0,183;0,244;1457,703;0,061
179,200;0,000;0,000;0,000;0,000;22,000;-22,000;71578,991;-0,061;0,183;1448,120;0,122
179,300;0,000;0,000;0,000;0,000;22,000;-22,000;70839,046;0,061;0,244;1442,688;0,183
179,400;0,000;0,000;0,000;0,000;22,000;-22,000;69554,073;0,122;0,183;1438,477;0,122
179,500;0,000;0,000;0,000;0,000;22,000;-22,000;68535,284;0,061;0,183;1434,143;0,183
179,600;0,000;0,000;0,000;0,000;22,000;-22,000;67614,312;0,000;0,183;1429,810;0,244
179,700;0,000;0,000;0,000;0,000;22,000;-22,000;66983,853;0,000;0,244;1425,110;0,183
179,800;0,000;0,000;0,000;0,000;22,000;-22,000;66047,275;0,122;0,000;1420,471;0,122
179,900;0,000;0,000;0,000;0,000;22,000;-22,000;64492,266;-0,061;0,122;1411,316;0,183
180,000;0,000;0,000;0,000;0,000;22,000;-22,000;62164,394;0,183;0,244;1408,447;0,183
180,100;0,000;0,000;0,000;0,000;22,000;-22,000;59046,339;0,000;0,122;1403,748;0,183
180,200;0,000;0,000;0,000;0,000;22,000;-22,000;55927,954;0,122;0,183;1399,109;0,122
180,300;0,000;0,000;0,000;0,000;22,000;-22,000;52037,817;-0,061;0,244;1395,752;0,122
180,400;0,000;0,000;0,000;0,000;22,000;-22,000;48569,679;0,000;0,183;1390,869;0,122
180,500;0,000;0,000;0,000;0,000;22,000;-22,000;45258,119;0,183;0,183;1386,414;0,244
180,600;0,000;0,000;0,000;0,000;22,000;-22,000;40143,000;-0,183;0,061;1378,052;0,183
180,700;0,000;0,000;0,000;0,000;22,000;-22,000;32908,761;0,000;0,244;1372,986;0,183
180,800;0,000;0,000;0,000;0,000;22,000;-22,000;25092,349;0,000;0,244;1369,141;0,183
180,900;0,000;0,000;0,000;0,000;22,000;-22,000;22176,495;0,000;0,122;1365,540;0,183
181,000;0,000;0,000;0,000;0,000;22,000;-22,000;18460,404;0,122;0,244;1361,145;0,183
181,100;0,000;0,000;0,000;0,000;22,000;-22,000;15300,789;0,061;0,183;1357,056;0,122
181,200;0,000;0,000;0,000;0,000;22,000;-22,000;13181,275;0,000;0,122;1354,797;0,244
181,300;0,000;0,000;0,000;0,000;22,000;-22,000;12089,972;0,061;0,183;1346,436;0,183
181,400;0,000;0,000;0,000;0,000;22,000;-22,000;11522,523;0,183;0,183;1341,614;0,061
181,500;0,000;0,000;0,000;0,000;22,000;-22,000;10737,633;0,000;0,244;1338,135;0,183
181,600;0,000;0,000;0,000;0,000;22,000;-22,000;10053,862;0,061;0,244;1334,167;0,244
181,700;0,000;0,000;0,000;0,000;22,000;-22,000;9800,339;-0,061;0,122;1329,956;0,183
181,800;0,000;0,000;0,000;0,000;22,000;-22,000;9639,651;0,061;0,122;1325,928;0,122
181,900;0,000;0,000;0,000;0,000;22,000;-22,000;9434,651;0,061;0,305;1325,134;0,183
182,000;0,000;0,000;0,000;0,000;22,000;-22,000;9254,339;0,061;0,122;1320,984;0,183
182,100;0,000;0,000;0,000;0,000;22,000;-22,000;9117,982;0,000;0,061;1313,660;0,244
182,200;0,000;0,000;0,000;0,000;22,000;-22,000;8964,881;0,122;0,183;1310,059;0,122
182,300;0,000;0,000;0,000;0,000;22,000;-22,000;8807,569;0,000;0,183;1305,969;0,122
182,400;0,000;0,000;0,000;0,000;22,000;-22,000;8694,211;0,061;0,061;1302,185;0,122
182,500;0,000;0,000;0,000;0,000;22,000;-22,000;8588,440;0,000;0,183;1299,500;0,305
182,600;0,000;0,000;0,000;0,000;22,000;-22,000;8521,771;0,000;0,122;1295,959;0,183
182,700;0,000;0,000;0,000;0,000;22,000;-22,000;8474,440;0,000;0,122;1293,213;0,244
182,800;0,000;0,000;0,000;0,000;22,000;-22,000;8391,670;0,061;0,183;1285,950;0,122
182,900;0,000;0,000;0,000;0,000;22,000;-22,000;8299,339;0,061;0,061;1282,593;0,244
183,000;0,000;0,000;0,000;0,000;22,000;-22,000;8195,541;0,000;0,183;1281,128;0,061
183,100;0,000;0,000;0,000;0,000;22,000;-22,000;8149,899;0,000;0,061;1277,710;0,122
183,200;0,000;0,000;0,000;0,000;22,000;-22,000;8096,312;0,000;0,122;1274,414;0,183
183,300;0,000;0,000;0,000;0,000;22,000;-22,000;8027,670;0,061;0,183;1270,569;0,122
183,400;0,000;0,000;0,000;0,000;22,000;-22,000;7975,771;0,000;0,183;1266,785;0,244
183,500;0,000;0,000;0,000;0,000;22,000;-22,000;7944,899;0,000;0,122;1262,329;0,183
183,600;0,000;0,000;0,000;0,000;22,000;-22,000;7883,440;0,061;0,244;1258,484;0,244
183,700;0,000;0,000;0,000;0,000;22,000;-22,000;7808,541;0,061;0,122;1257,141;0,183
183,800;0,000;0,000;0,000;0,000;22,000;-22,000;7771,128;0,000;0,244;1253,784;0,244
183,900;0,000;0,000;0,000;0,000;22,000;-22,000;7740,541;0,000;0,183;1251,099;0,122
184,000;0,000;0,000;0,000;0,000;22,000;-22,000;7694,899;0,061;0,183;1247,375;0,183
184,100;0,000;0,000;0,000;0,000;22,000;-22,000;7649,541;0,000;0,244;1245,972;0,244
184,200;0,000;0,000;0,000;0,000;22,000;-22,000;7620,000;0,000;0,183;1240,417;0,061
184,300;0,000;0,000;0,000;0,000;22,000;-22,000;7603,899;0,061;0,183;1237,915;0,122
184,400;0,000;0,000;0,000;0,000;22,000;-22,000;7550,312;0,122;0,122;1235,046;0,183
184,500;0,000;0,000;0,000;0,000;22,000;-22,000;7498,128;-0,061;0,183;1234,375;0,061
184,600;0,000;0,000;0,000;0,000;22,000;-22,000;7475,771;0,061;0,183;1231,384;0,183
184,700;0,000;0,000;0,000;0,000;22,000;-22,000;7452,771;0,122;0,183;1227,966;0,244
184,800;0,000;0,000;0,000;0,000;22,000;-22,000;7421,899;0,122;0,244;1226,746;0,183
184,900;0,000;0,000;0,000;0,000;22,000;-22,000;7384,771;0,000;0,183;1224,243;0,122
185,000;0,000;0,000;0,000;0,000;22,000;-22,000;7361,771;-0,061;0,183;1219,299;0,122
185,100;0,000;0,000;0,000;0,000;22,000;-22,000;7330,899;0,000;0,183;1216,675;0,183
185,200;0,000;0,000;0,000;0,000;22,000;-22,000;7285,541;0,061;0,305;1215,942;0,122
185,300;0,000;0,000;0,000;0,000;22,000;-22,000;7256,000;0,000;0,122;1213,379;0,183
185,400;0,000;0,000;0,000;0,000;22,000;-22,000;7247,771;0,000;0,244;1210,327;0,061
185,500;0,000;0,000;0,000;0,000;22,000;-22,000;7225,128;0,122;0,183;1209,412;0,122
185,600;0,000;0,000;0,000;0,000;22,000;-22,000;7202,771;0,183;0,183;1206,970;0,183
185,700;0,000;0,000;0,000;0,000;22,000;-22,000;7179,771;-0,183;0,061;1202,698;0,183
185,800;0,000;0,000;0,000;0,000;22,000;-22,000;7148,899;-0,061;0,244;1200,989;0,122
185,900;0,000;0,000;0,000;0,000;22,000;-22,000;7111,771;0,122;0,183;1198,975;0,183
186,000;0,000;0,000;0,000;0,000;22,000;-22,000;7088,771;0,244;0,183;1198,181;0,122
186,100;0,000;0,000;0,000;0,000;22,000;-22,000;7074,000;-0,061;0,244;1195,313;0,183
186,200;0,000;0,000;0,000;0,000;22,000;-22,000;7065,771;0,000;0,183;1194,580;0,061
186,300;0,000;0,000;0,000;0,000;22,000;-22,000;7043,128;0,000;0,122;1192,200;0,122
186,400;0,000;0,000;0,000;0,000;22,000;-22,000;7020,771;0,000;0,122;1187,927;0,183
186,500;0,000;0,000;0,000;0,000;22,000;-22,000;6997,771;0,061;0,183;1187,683;0,244
186,600;0,000;0,000;0,000;0,000;22,000;-22,000;6974,771;0,061;0,183;1184,937;0,305
186,700;0,000;0,000;0,000;0,000;22,000;-22,000;6952,128;0,000;0,183;1183,838;0,122
186,800;0,000;0,000;0,000;0,000;22,000;-22,000;6938,000;0,183;0,244;1181,702;0,061
186,900;0,000;0,000;0,000;0,000;22,000;-22,000;6921,541;0,061;0,122;1180,237;0,183
187,000;0,000;0,000;0,000;0,000;22,000;-22,000;6892,000;0,061;0,122;1178,284;0,183
187,100;0,000;0,000;0,000;0,000;22,000;-22,000;6883,771;-0,061;0,122;1176,453;0,122
187,200;0,000;0,000;0,000;0,000;22,000;-22,000;6869,000;0,000;0,244;1174,988;0,244
187,300;0,000;0,000;0,000;0,000;22,000;-22,000;6852,899;0,000;0,183;1173,584;0,061
187,400;0,000;0,000;0,000;0,000;22,000;-22,000;6815,771;0,122;0,183;1171,875;0,183
187,500;0,000;0,000;0,000;0,000;22,000;-22,000;6801,000;0,061;0,183;1171,204;0,122
187,600;0,000;0,000;0,000;0,000;22,000;-22,000;6801,000;0,000;0,183;1168,396;0,122
187,700;0,000;0,000;0,000;0,000;22,000;-22,000;6792,771;0,000;0,244;1166,687;0,183
187,800;0,000;0,000;0,000;0,000;22,000;-22,000;6770,128;0,061;0,122;1166,016;0,183
187,900;0,000;0,000;0,000;0,000;22,000;-22,000;6747,771;0,000;0,061;1163,696;0,183
188,000;0,000;0,000;0,000;0,000;22,000;-22,000;6733,000;0,000;0,183;1161,621;0,061
188,100;0,000;0,000;0,000;0,000;22,000;-22,000;6724,771;0,000;0,244;1159,790;0,122
188,200;0,000;0,000;0,000;0,000;22,000;-22,000;6710,000;0,000;0,122;1158,508;0,122
188,300;0,000;0,000;0,000;0,000;22,000;-22,000;6701,771;0,061;0,183;1156,860;0,061
188,400;0,000;0,000;0,000;0,000;22,000;-22,000;6687,000;0,183;0,122;1156,067;0,183
188,500;0,000;0,000;0,000;0,000;22,000;-22,000;6679,128;0,061;0,244;1154,663;0,122
188,600;0,000;0,000;0,000;0,000;22,000;-22,000;6656,771;0,000;0,183;1152,283;0,183
188,700;0,000;0,000;0,000;0,000;22,000;-22,000;6633,771;0,061;0,183;1151,001;0,122
188,800;0,000;0,000;0,000;0,000;22,000;-22,000;6619,000;0,061;0,122;1149,414;0,000
188,900;0,000;0,000;0,000;0,000;22,000;-22,000;6610,771;0,000;0,305;1148,987;0,061
189,000;0,000;0,000;0,000;0,000;22,000;-22,000;6596,000;0,122;0,244;1147,400;0,122
189,100;0,000;0,000;0,000;0,000;22,000;-22,000;6588,128;0,122;0,183;1146,362;0,244
189,200;0,000;0,000;0,000;0,000;22,000;-22,000;6574,000;0,000;0,305;1146,179;0,122
189,300;0,000;0,000;0,000;0,000;22,000;-22,000;6565,771;0,061;0,183;1143,250;0,183
189,400;0,000;0,000;0,000;0,000;22,000;-22,000;6542,771;0,000;0,183;1143,555;0,244
189,500;0,000;0,000;0,000;0,000;22,000;-22,000;6528,000;0,061;0,244;1142,029;0,122
189,600;0,000;0,000;0,000;0,000;22,000;-22,000;6519,771;0,061;0,183;1140,564;0,122
189,700;0,000;0,000;0,000;0,000;22,000;-22,000;6505,000;0,122;0,183;1140,259;0,244
189,800;0,000;0,000;0,000;0,000;22,000;-22,000;6497,128;0,000;0,061;1139,099;0,183
189,900;0,000;0,000;0,000;0,000;22,000;-22,000;6483,000;0,000;0,122;1138,184;0,122
190,000;0,000;0,000;0,000;0,000;22,000;-22,000;6474,771;-0,061;0,122;1137,878;0,122
190,100;0,000;0,000;0,000;0,000;22,000;-22,000;6451,771;-0,122;0,183;1136,719;0,061
190,200;0,000;0,000;0,000;0,000;22,000;-22,000;6437,000;0,000;0,122;1136,230;0,183
190,300;0,000;0,000;0,000;0,000;22,000;-22,000;6437,000;0,000;0,183;1136,719;0,122
190,400;0,000;0,000;0,000;0,000;22,000;-22,000;6428,771;0,000;0,122;1136,292;0,122
190,500;0,000;0,000;0,000;0,000;22,000;-22,000;6414,000;0,061;0,122;1135,803;0,244
190,600;0,000;0,000;0,000;0,000;22,000;-22,000;6406,128;0,061;0,183;1137,085;0,122
190,700;0,000;0,000;0,000;0,000;22,000;-22,000;6392,000;0,061;0,122;1136,292;0,122
190,800;0,000;0,000;0,000;0,000;22,000;-22,000;6392,000;0,000;0,122;1137,512;0,244
190,900;0,000;0,000;0,000;0,000;22,000;-22,000;6383,771;0,122;0,244;1138,672;0,061
191,000;0,000;0,000;0,000;0,000;22,000;-22,000;6360,771;0,000;0,244;1140,076;0,183
191,100;0,000;0,000;0,000;0,000;22,000;-22,000;6346,000;0,122;0,366;1141,602;0,244
191,200;0,000;0,000;0,000;0,000;22,000;-22,000;6337,771;0,000;0,183;1143,372;0,122
191,300;0,000;0,000;0,000;0,000;22,000;-22,000;6323,000;0,061;0,244;1145,264;0,183
191,400;0,000;0,000;0,000;0,000;22,000;-22,000;6323,000;0,000;0,183;1147,827;0,122
191,500;0,000;0,000;0,000;0,000;22,000;-22,000;6315,128;-0,122;0,122;1148,743;0,183
191,600;0,000;0,000;0,000;0,000;22,000;-22,000;6292,771;0,000;0,183;1153,687;0,183
191,700;0,000;0,000;0,000;0,000;22,000;-22,000;6278,000;0,000;0,244;1156,677;0,183
191,800;0,000;0,000;0,000;0,000;22,000;-22,000;6278,000;-0,061;0,183;1159,485;0,183
191,900;0,000;0,000;0,000;0,000;22,000;-22,000;6269,771;0,061;0,244;1161,011;0,122
192,000;0,000;0,000;0,000;0,000;22,000;-22,000;6255,000;0,000;0,183;1163,635;0,244
192,100;0,000;0,000;0,000;0,000;22,000;-22,000;6255,000;0,000;0,305;1166,870;0,122
192,200;0,000;0,000;0,000;0,000;22,000;-22,000;6246,771;0,000;0,183;1168,640;0,244
192,300;0,000;0,000;0,000;0,000;22,000;-22,000;6224,128;0,061;0,183;1172,852;0,183
192,400;0,000;0,000;0,000;0,000;22,000;-22,000;6210,000;0,000;0,244;1176,208;0,183
192,500;0,000;0,000;0,000;0,000;22,000;-22,000;6210,000;0,061;0,061;1179,382;0,061
192,600;0,000;0,000;0,000;0,000;22,000;-22,000;6210,000;0,061;0,183;1183,044;0,183
192,700;0,000;0,000;0,000;0,000;22,000;-22,000;6201,771;0,061;0,122;1186,157;0,244
192,800;0,000;0,000;0,000;0,000;22,000;-22,000;6178,771;0,061;0,122;1189,636;0,122
192,900;0,000;0,000;0,000;0,000;22,000;-22,000;6164,000;-0,061;0,122;1192,261;0,183
193,000;0,000;0,000;0,000;0,000;22,000;-22,000;6164,000;0,061;0,122;1196,960;0,122
193,100;0,000;0,000;0,000;0,000;22,000;-22,000;6164,000;0,061;0,305;1203,491;0,183
193,200;0,000;0,000;0,000;0,000;22,000;-22,000;6155,771;0,000;0,122;1208,252;0,122
193,300;0,000;0,000;0,000;0,000;22,000;-22,000;6141,000;0,000;0,244;1210,388;0,061
193,400;0,000;0,000;0,000;0,000;22,000;-22,000;6141,000;0,061;0,244;1213,806;0,244
193,500;0,000;0,000;0,000;0,000;22,000;-22,000;6133,128;0,000;0,244;1217,896;0,183
193,600;0,000;0,000;0,000;0,000;22,000;-22,000;6119,000;0,061;0,122;1222,229;0,305
193,700;0,000;0,000;0,000;0,000;22,000;-22,000;6119,000;0,000;0,122;1225,586;0,244
193,800;0,000;0,000;0,000;0,000;22,000;-22,000;6110,771;0,061;0,244;1234,497;0,183
193,900;0,000;0,000;0,000;0,000;22,000;-22,000;6087,771;0,061;0,244;1238,647;0,122
194,000;0,000;0,000;0,000;0,000;22,000;-22,000;6073,000;0,061;0,183;1243,530;0,122
194,100;0,000;0,000;0,000;0,000;22,000;-22,000;6073,000;0,000;0,122;1248,413;0,183
194,200;0,000;0,000;0,000;0,000;22,000;-22,000;6073,000;0,000;0,305;1251,770;0,366
194,300;0,000;0,000;0,000;0,000;22,000;-22,000;6064,771;0,000;0,183;1257,202;0,183
194,400;0,000;0,000;0,000;0,000;22,000;-22,000;6050,000;0,000;0,244;1260,986;0,122
194,500;0,000;0,000;0,000;0,000;22,000;-22,000;6042,128;0,061;0,183;1272,766;0,183
194,600;0,000;0,000;0,000;0,000;22,000;-22,000;6028,000;0,000;0,183;1278,381;0,183
194,700;0,000;0,000;0,000;0,000;22,000;-22,000;6028,000;0,000;0,122;1283,203;0,183
194,800;0,000;0,000;0,000;0,000;22,000;-22,000;6028,000;0,000;0,244;1287,903;0,183
194,900;0,000;0,000;0,000;0,000;22,000;-22,000;6019,771;0,000;0,244;1292,358;0,366
195,000;0,000;0,000;0,000;0,000;22,000;-22,000;6005,000;0,000;0,183;1297,485;0,183
195,100;0,000;0,000;0,000;0,000;22,000;-22,000;6005,000;-0,061;0,122;1302,490;0,061
195,200;0,000;0,000;0,000;0,000;22,000;-22,000;5996,771;0,061;0,244;1312,134;0,122
195,300;0,000;0,000;0,000;0,000;22,000;-22,000;5982,000;0,000;0,183;1317,200;0,183
195,400;0,000;0,000;0,000;0,000;22,000;-22,000;5982,000;0,000;0,122;1322,388;0,122
195,500;0,000;0,000;0,000;0,000;22,000;-22,000;5982,000;-0,061;0,244;1327,759;0,244
195,600;0,000;0,000;0,000;0,000;22,000;-22,000;5973,771;0,061;0,244;1332,947;0,122
195,700;0,000;0,000;0,000;0,000;22,000;-22,000;5967,229;0,122;0,183;1337,646;0,122
195,800;0,000;0,000;0,000;0,000;22,000;-22,000;5973,771;0,061;0,122;1342,834;0,244
195,900;0,000;0,000;0,000;0,000;22,000;-22,000;5951,128;0,061;0,183;1347,717;0,305
196,000;0,000;0,000;0,000;0,000;22,000;-22,000;5937,000;0,061;0,183;1357,971;0,122
196,100;0,000;0,000;0,000;0,000;22,000;-22,000;5937,000;0,000;0,244;1362,976;0,122
196,200;0,000;0,000;0,000;0,000;22,000;-22,000;5937,000;0,122;0,305;1368,408;0,183
196,300;0,000;0,000;0,000;0,000;22,000;-22,000;5928,771;0,000;0,244;1373,657;0,183
196,400;0,000;0,000;0,000;0,000;22,000;-22,000;5914,000;0,061;0,183;1378,662;0,122
196,500;0,000;0,000;0,000;0,000;22,000;-22,000;5914,000;0,061;0,183;1383,789;0,183
196,600;0,000;0,000;0,000;0,000;22,000;-22,000;5905,771;0,000;0,244;1389,038;0,183
196,700;0,000;0,000;0,000;0,000;22,000;-22,000;5891,000;0,061;0,183;1399,353;0,244
196,800;0,000;0,000;0,000;0,000;22,000;-22,000;5891,000;0,061;0,244;1404,602;0,061
196,900;0,000;0,000;0,000;0,000;22,000;-22,000;5891,000;0,061;0,244;1409,790;0,061
197,000;0,000;0,000;0,000;0,000;22,000;-22,000;5882,771;0,000;0,183;1412,170;0,183
197,100;0,000;0,000;0,000;0,000;22,000;-22,000;5868,000;0,061;0,244;1417,603;0,183
197,200;0,000;0,000;0,000;0,000;22,000;-22,000;5868,000;0,061;0,244;1422,668;0,244
197,300;0,000;0,000;0,000;0,000;22,000;-22,000;5868,000;0,061;0,183;1427,551;0,183
197,400;0,000;0,000;0,000;0,000;22,000;-22,000;5860,128;0,061;0,183;1437,988;0,305
197,500;0,000;0,000;0,000;0,000;22,000;-22,000;5846,000;0,183;0,244;1443,359;0,183
197,600;0,000;0,000;0,000;0,000;22,000;-22,000;5846,000;0,000;0,183;1448,486;0,183
197,700;0,000;0,000;0,000;0,000;22,000;-22,000;5846,000;0,122;0,244;1453,613;0,122
197,800;0,000;0,000;0,000;0,000;22,000;-22,000;5846,000;-0,061;0,183;1458,618;0,122
197,900;0,000;0,000;0,000;0,000;22,000;-22,000;5837,771;0,122;0,244;1463,867;0,366
198,000;0,000;0,000;0,000;0,000;22,000;-22,000;5823,000;0,000;0,061;1468,811;0,183
198,100;0,000;0,000;0,000;0,000;22,000;-22,000;5823,000;0,061;0,183;1478,760;0,183
198,200;0,000;0,000;0,000;0,000;22,000;-22,000;5814,771;0,000;0,183;1483,765;0,122
198,300;0,000;0,000;0,000;0,000;22,000;-22,000;5800,000;0,061;0,122;1489,014;0,122
198,400;0,000;0,000;0,000;0,000;22,000;-22,000;5800,000;0,000;0,122;1491,455;0,122
198,500;0,000;0,000;0,000;0,000;22,000;-22,000;5800,000;-0,061;0,244;1496,521;0,183
198,600;0,000;0,000;0,000;0,000;22,000;-22,000;5800,000;0,061;0,244;1501,465;0,183
198,700;0,000;0,000;0,000;0,000;22,000;-22,000;5800,000;0,061;0,122;1506,287;0,183
198,800;0,000;0,000;0,000;0,000;22,000;-22,000;5791,771;-0,061;0,183;1511,414;0,122
198,900;0,000;0,000;0,000;0,000;22,000;-22,000;5777,000;0,061;0,244;1520,935;0,244
199,000;0,000;0,000;0,000;0,000;22,000;-22,000;5769,128;0,000;0,183;1526,123;0,122
199,100;0,000;0,000;0,000;0,000;22,000;-22,000;5755,000;0,000;0,183;1530,945;0,061
199,200;0,000;0,000;0,000;0,000;22,000;-22,000;5755,000;0,061;0,183;1535,706;0,122
199,300;0,000;0,000;0,000;0,000;22,000;-22,000;5755,000;0,000;0,244;1538,208;0,122
