Winkel;Force left;Force right;Total press force;Kanal LENKIMAS DS;Kanal LENKIMAS OS;Kanal TARP PUANSONU;Kanal ROUND PUNCH;OS DOUBLE;DS DOUBLE;PLOTIS OS;SLIDE
98,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,244;1999,939;0,183
98,100;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,122;1999,939;0,183
98,200;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,244;1999,939;0,122
98,300;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,305;1999,939;0,122
98,400;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,061
98,500;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,122
98,600;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,183
98,700;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,061;1999,939;0,183
98,800;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,244;1999,939;0,061
98,900;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,244;1999,939;0,183
99,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,122;1999,939;0,061
99,100;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,305;1999,939;0,122
99,200;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;-0,061;0,122;1999,939;0,183
99,300;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,244;1999,939;0,183
99,400;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,183
99,500;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,305;1999,939;0,183
99,600;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,244;1999,939;0,183
99,700;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,183
99,800;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,244;1999,939;0,183
99,900;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,122;1999,939;0,122
100,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,122
100,100;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,122;1999,939;0,122
100,200;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,183
100,300;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,244
100,400;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,244;1999,939;0,122
100,500;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,183
100,600;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,305;1999,939;0,122
100,700;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,244;1999,939;0,183
100,800;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,244;1999,939;0,183
100,900;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,122
101,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,122;1999,939;0,244
101,100;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,122
101,200;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,305;1999,939;0,183
101,300;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,122;1999,939;0,122
101,400;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,305;1999,939;0,244
101,500;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;-0,061;0,183;1999,939;0,183
101,600;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,061
101,700;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,244;1999,939;0,244
101,800;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,122;1999,939;0,122
101,900;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,183
102,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,183;1999,939;0,244
102,100;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,183;1999,939;0,122
102,200;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,183;1999,939;0,183
102,300;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;-0,061;0,244;1999,939;0,122
102,400;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,183;0,183;1999,939;0,183
102,500;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,183;1999,939;0,183
102,600;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,122;1999,939;0,122
102,700;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,061;0,122;1999,939;0,061
102,800;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;-0,061;0,183;1999,939;0,305
102,900;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,122;0,122;1999,939;0,183
103,000;0,000;0,000;0,000;0,000;22,000;-22,000;-409,000;0,000;0,244;1999,939;0,244
103,100;0,000;0,000;0,000;0,000;22,000;-22,000;-417,229;0,122;0,122;1999,939;0,122
103,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;-0,061;0,305;1999,939;0,122
103,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,244;1999,939;0,183
103,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,183
103,500;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,244;1999,939;0,183
103,600;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,183;1999,939;0,183
103,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,244
103,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,244;1999,939;0,122
103,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;-0,061;0,244;1999,939;0,122
104,000;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,122
104,100;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,183
104,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,183
104,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,244
104,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,183;1999,939;0,183
104,500;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,061;1999,939;0,183
104,600;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,244
104,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;-0,061;0,122;1999,939;0,122
104,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,183
104,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
105,000;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,122;1999,939;0,122
105,100;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,061
105,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;-0,061;0,183;1999,939;0,122
105,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
105,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,183;1999,939;0,183
105,500;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,122;1999,939;0,183
105,600;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,183;0,305;1999,939;0,183
105,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,183;1999,939;0,183
105,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,244;1999,939;0,122
105,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,122
106,000;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,183
106,100;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,122;1999,939;0,183
106,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,183;1999,939;0,122
106,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,183
106,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;-0,061;0,244;1999,939;0,122
106,500;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,183
106,600;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,183
106,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,244;1999,939;0,244
106,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,183
106,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
107,000;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,244;1999,939;0,122
107,100;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,305;1999,939;0,183
107,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,183;1999,939;0,122
107,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
107,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,061;1999,939;0,122
107,500;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,244
107,600;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,244
107,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,305;1999,939;0,244
107,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
107,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,122;0,183;1999,939;0,122
108,000;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,122;1999,939;0,122
108,100;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,122
108,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,305;1999,939;0,244
108,300;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,183
108,400;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,244;1999,939;0,122
108,500;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,000;0,183;1999,939;0,183
108,600;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;0,000;0,183;1999,939;0,183
108,700;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,183;1999,939;0,183
108,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,183
108,900;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,183
109,000;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,061;0,122;1999,939;0,305
109,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,061
109,200;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;0,061;0,244;1999,939;0,183
109,300;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,000;0,244;1999,939;0,244
109,400;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,122;0,061;1999,939;0,122
109,500;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,183;1999,939;0,000
109,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,061;1999,939;0,183
109,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,183
109,800;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;0,000;0,000;1999,939;0,122
109,900;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,000;0,244;1999,939;0,305
110,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,183
110,100;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;0,000;0,122;1999,939;0,305
110,200;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,000;0,122;1999,939;0,244
110,300;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,000;0,244;1999,939;0,122
110,400;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;0,000;0,183;1999,939;0,183
110,500;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;0,183;0,244;1999,939;0,061
110,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,305;1999,939;0,183
110,700;0,000;0,000;0,000;0,000;22,000;-22,000;-446,128;-0,122;0,183;1999,939;0,122
110,800;0,000;0,000;0,000;0,000;22,000;-22,000;-432,000;0,061;0,183;1999,939;0,122
110,900;0,000;0,000;0,000;0,000;22,000;-22,000;-439,872;-0,061;0,122;1999,939;0,122
111,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,061
111,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,122;0,183;1999,939;0,122
111,200;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
111,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,122;0,183;1999,939;0,122
111,400;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,244;1999,939;0,000
111,500;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,061
111,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,122;1999,939;0,244
111,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,061
111,800;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,183
111,900;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,183
112,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,122
112,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,122
112,200;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,183;1999,939;0,061
112,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,122;0,183;1999,939;0,122
112,400;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
112,500;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,244;1999,939;0,061
112,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,061
112,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
112,800;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,122
112,900;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,305;1999,939;0,122
113,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,122;1999,939;0,122
113,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,244;1999,939;0,183
113,200;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,305;1999,939;0,061
113,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,122
113,400;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,122;0,183;1999,939;0,061
113,500;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;-0,183
113,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,061
113,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,244;1999,939;0,122
113,800;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,183;1999,939;0,122
113,900;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,061
114,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,305;1999,939;0,122
114,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,061
114,200;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,183;0,305;1999,939;0,122
114,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,183;1999,939;0,122
114,400;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,061
114,500;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,122;0,122;1999,939;0,122
114,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
114,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,122
114,800;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,122
114,900;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,122;1999,939;0,122
115,000;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,244;1999,939;0,183
115,100;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,183;1999,939;0,183
115,200;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,244;1999,939;0,183
115,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,122;1999,939;0,122
115,400;0,000;0,000;0,000;0,000;22,000;-22,000;-462,229;0,061;0,244;1999,939;0,122
115,500;0,000;0,000;0,000;0,000;22,000;-22,000;-468,771;0,061;0,244;1999,939;0,183
115,600;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
115,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;-0,061;0,183;1999,939;0,122
115,800;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,122;0,183;1999,939;0,183
115,900;0,000;0,000;0,000;0,000;22,000;-22,000;-462,229;0,000;0,183;1999,939;0,183
116,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,122;1999,939;0,244
116,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,122;0,122;1999,939;0,183
116,200;0,000;0,000;0,000;0,000;22,000;-22,000;-468,771;-0,061;0,122;1999,939;0,122
116,300;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,000;0,183;1999,939;0,122
116,400;0,000;0,000;0,000;0,000;22,000;-22,000;-462,229;0,000;0,244;1999,939;0,183
116,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,061
116,600;0,000;0,000;0,000;0,000;22,000;-22,000;-468,771;0,000;0,183;1999,939;0,122
116,700;0,000;0,000;0,000;0,000;22,000;-22,000;-454,000;0,061;0,244;1999,939;0,122
116,800;0,000;0,000;0,000;0,000;22,000;-22,000;-462,229;0,000;0,183;1999,939;0,183
116,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,122
117,000;0,000;0,000;0,000;0,000;22,000;-22,000;-468,771;0,000;0,244;1999,939;0,183
117,100;0,000;0,000;0,000;0,000;22,000;-22,000;-462,229;0,061;0,244;1999,939;0,122
117,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,244;1999,939;0,183
117,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,244;1999,939;0,183
117,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,122
117,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,122;0,122;1999,939;0,183
117,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,183
117,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,122
117,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
117,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,244
118,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,122;1999,939;0,122
118,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,122;1999,939;0,122
118,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,244;1999,939;0,061
118,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,305;1999,939;0,244
118,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,183;0,244;1999,939;0,000
118,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,244;1999,939;0,122
118,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
118,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,244
118,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,244;1999,939;0,183
118,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,122
119,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,061;1999,939;0,305
119,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,122
119,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,183;1999,939;0,122
119,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,061;1999,939;0,183
119,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,183;1999,939;0,244
119,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,183
119,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,183;0,305;1999,939;0,122
119,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,122
119,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,061;1999,939;0,183
119,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,244
120,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
120,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,244;1999,939;0,305
120,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,122
120,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,183;1999,939;0,244
120,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,305;1999,939;0,183
120,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,183
120,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
120,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,183;1999,939;0,122
120,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
120,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,244;1999,939;0,183
121,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,305;1999,939;0,183
121,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
121,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,305;1999,939;0,122
121,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
121,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,183;1999,939;0,122
121,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
121,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,122;1999,939;0,122
121,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
121,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
121,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,183
122,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,183
122,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,061
122,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,061
122,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,122;1999,939;0,244
122,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,061
122,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
122,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,183;1999,939;0,305
122,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,305;1999,939;0,183
122,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,244
122,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,183;1999,939;0,061
123,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,122;0,244;1999,939;0,122
123,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,183
123,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,122;1999,939;0,183
123,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,183;1999,939;0,183
123,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,305
123,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,305;1999,939;0,122
123,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,061;0,183;1999,939;0,183
123,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,122
123,800;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,122;1999,939;0,183
123,900;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,183
124,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,122;1999,939;0,122
124,100;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,061
124,200;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,000;0,183;1999,939;0,183
124,300;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,183
124,400;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,305;1999,939;0,183
124,500;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,244;1999,939;0,244
124,600;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;-0,122;0,183;1999,939;0,183
124,700;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,183
124,800;0,000;0,000;0,000;0,000;22,000;-22,000;-485,229;-0,061;0,305;1999,939;0,183
124,900;0,000;0,000;0,000;0,000;22,000;-22,000;-491,771;0,000;0,183;1999,939;0,183
125,000;0,000;0,000;0,000;0,000;22,000;-22,000;-477,000;0,061;0,183;1999,939;0,122
